index_right,restaurant_count,avg_pricing,avg_rating,categories
93.0,15.0,330.0,3.5733333333333333,"South Indian, Mangalorean, Biryani, South Indian, Fast Food, Beverages, South Indian, North Indian, Street Food, Chinese, Ice Cream, Desserts, Juices, Beverages, South Indian, Beverages, Biryani, Kebab, Continental, North Indian, Chinese, Burger, Sandwich, Pizza, Juices, Beverages, Bakery, Fast Food, Street Food, North Indian, Chinese, Biryani, Mughlai, North Indian, Chinese, Mughlai, Beverages, Bakery, Fast Food, Mughlai, Chinese, Mangalorean, North Indian, South Indian, Mughlai, Chinese, North Indian, Chinese, South Indian, North Indian, Chinese"
94.0,60.0,419.1666666666667,3.705,"Desserts, Ice Cream, Beverages, Mexican, South Indian, Seafood, Biryani, South Indian, North Indian, Beverages, Italian, Desserts, Beverages, Fast Food, Desserts, Beverages, Continental, North Indian, Chinese, Pasta, Fast Food, Sandwich, Burger, Wraps, Ice Cream, Juices, Beverages, North Indian, Chinese, Mughlai, Beverages, Biryani, Andhra, North Indian, Chinese, Beverages, Desserts, Continental, Asian, Fast Food, Mughlai, Chinese, North Indian, Rolls, Fast Food, Pizza, Burger, Pasta, Biryani, Chinese, Desserts, Beverages, North Indian, Chinese, Kebab, Cafe, Fast Food, North Indian, Pizza, Beverages, Chinese, Chinese, North Indian, Chinese, North Indian, Rolls, North Indian, Chinese, Andhra, Biryani, Ice Cream, Desserts, Beverages, Pizza, Burger, Sandwich, Fast Food, Desserts, Beverages, Healthy Food, Salad, Sandwich, Beverages, North Indian, Chinese, Mughlai, Biryani, North Indian, Fast Food, Ice Cream, Beverages, Chinese, Burger, Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages, Chinese, Mughlai, North Indian, Biryani, South Indian, North Indian, Rajasthani, Street Food, Finger Food, South Indian, Chinese, Street Food, South Indian, Biryani, Chinese, Kerala, Fast Food, Beverages, North Indian, Chinese, Bakery, Desserts, Mithai, South Indian, North Indian, Chinese, Street Food, Beverages, Fast Food, Momos, Burger, Sandwich, Fast Food, Desserts, Ice Cream, Beverages, South Indian, Biryani, North Indian, Chinese, Fast Food, Italian, Beverages, Biryani, North Indian, Mughlai, Fast Food, Beverages, Chinese, Fast Food, South Indian, North Indian, Healthy Food, Beverages, Vietnamese, North Indian, South Indian, Chinese, Rolls, North Indian, Chinese, Mughlai, Fast Food, Beverages, Kerala, Biryani, North Indian, Fast Food, Biryani, North Indian, Chinese, Seafood, Fast Food, Street Food, Sandwich, Beverages, South Indian, North Indian, Chinese"
95.0,48.0,418.75,3.783333333333333,"Mithai, Beverages, Fast Food, Pizza, South Indian, Desserts, Chinese, Asian, Thai, Momos, South Indian, North Indian, Cafe, Continental, Chinese, Fast Food, Beverages, Biryani, Fast Food, North Indian, Chinese, Beverages, Desserts, Chinese, North Indian, Bar Food, Beverages, Fast Food, North Indian, Fast Food, Seafood, Bar Food, South Indian, Fast Food, Chinese, Beverages, Street Food, South Indian, Street Food, Beverages, Fast Food, Finger Food, Fast Food, North Indian, Mangalorean, Chinese, Biryani, Mughlai, South Indian, Chinese, Fast Food, Street Food, Mangalorean, South Indian, North Indian, Andhra, South Indian, Chinese, North Indian, Chinese, South Indian, Street Food, North Indian, Beverages, Street Food, Fast Food, Beverages, North Indian, Mughlai, Chinese, Mangalorean, South Indian, Chinese, Seafood, North Indian, Chinese, BBQ, South Indian, Beverages, Ice Cream, Desserts, Biryani, Chinese, North Indian, Fast Food, North Indian, Chinese, Desserts, Ice Cream, Beverages, North Indian, Chinese, Biryani, North Indian, Chinese, Continental, Cafe, Mexican, Italian, Pizza, Desserts, Beverages, Fast Food, Chinese, South Indian, Fast Food, Andhra, South Indian, Biryani, North Indian, Bakery, Fast Food, Mithai, Street Food, Desserts"
96.0,24.0,364.5833333333333,3.716666666666667,"South Indian, South Indian, North Indian, Ice Cream, Beverages, Chinese, Street Food, South Indian, North Indian, Chinese, South Indian, Chinese, North Indian, Sandwich, Pizza, Fast Food, Street Food, Beverages, Ice Cream, Beverages, Desserts, Fast Food, Ice Cream, Desserts, Beverages, Pizza, Sandwich, Fast Food, North Indian, Beverages, Desserts, Chinese, Italian, Continental, Fast Food, North Indian, Chinese, Beverages, Street Food, Fast Food, Chinese, North Indian, North Indian, Chinese, Fast Food, Pizza, Beverages, Sandwich, Fast Food, Beverages, Fast Food, Beverages, Desserts, South Indian, Street Food, Mangalorean, Seafood, Chinese, North Indian, Chinese, Street Food"
97.0,7.0,321.42857142857144,3.742857142857143,"South Indian, Biryani, Chinese, Mughlai, North Indian, South Indian, South Indian, Biryani, South Indian, North Indian, Chinese"
98.0,46.0,519.5652173913044,3.723913043478261,"North Indian, BBQ, Beverages, Desserts, Vietnamese, Thai, Burmese, Japanese, South Indian, North Indian, Chinese, Biryani, Hyderabadi, Chinese, Chinese, North Indian, South Indian, Street Food, Fast Food, North Indian, South Indian, Continental, North Indian, Mangalorean, Seafood, Beverages, Chinese, Gujarati, North Indian, North Indian, South Indian, Chinese, Italian, Momos, Fast Food, Beverages, Cafe, Fast Food, Bakery, Rajasthani, Chinese, Biryani, Mughlai, Biryani, Chinese, Desserts, Chinese, Seafood, South Indian, South Indian, Seafood, North Indian, Biryani, Chinese, North Indian, North Indian, Chinese, Mughlai, South Indian, Biryani, North Indian, South Indian, Chinese, Mangalorean, North Indian, Seafood, Chinese, Biryani, South Indian, Chinese, North Indian, North Indian, Mughlai, Chinese, North Indian, Chinese, North Indian, Fast Food, South Indian, Street Food, Beverages, Chinese, Street Food, North Indian, South Indian, Beverages, Ice Cream, Andhra, Biryani, North Indian, Chinese, Biryani, South Indian, Beverages, Sandwich, Fast Food, Fast Food, Beverages, Burger, Chinese, North Indian, Mangalorean, Biryani, Chinese, Kebab"
99.0,77.0,566.2337662337662,3.8181818181818183,"South Indian, North Indian, Mughlai, Kebab, Biryani, Desserts, North Indian, Chinese, Street Food, North Indian, Continental, Fast Food, Asian, Beverages, Japanese, Thai, Chinese, Korean, Lebanese, Mediterranean, Afghan, Seafood, Desserts, Finger Food, Continental, North Indian, Italian, Finger Food, North Indian, Seafood, Chinese, Continental, Pizza, North Indian, Chinese, Beverages, North Indian, Chinese, Cafe, Continental, Italian, Beverages, Desserts, Chinese, Asian, Seafood, Ice Cream, Chinese, North Indian, Desserts, Beverages, Fast Food, Ice Cream, Finger Food, North Indian, Italian, Italian, American, North Indian, Seafood, Mangalorean, Street Food, Fast Food, Biryani, North Indian, Biryani, Hyderabadi, North Indian, South Indian, Chinese, Sandwich, Street Food, Ice Cream, Juices, Beverages, Bakery, Desserts, South Indian, North Indian, Chinese, Juices, Andhra, Asian, Fast Food, Chinese, Beverages, Fast Food, Pizza, Burger, Beverages, Fast Food, Chinese, Biryani, South Indian, Cafe, Desserts, Bakery, North Indian, Chinese, Beverages, Fast Food, Bengali, Finger Food, Chinese, North Indian, Beverages, Juices, Desserts, Fast Food, Beverages, Tea, Street Food, Fast Food, Kebab, Hyderabadi, Biryani, Charcoal Chicken, South Indian, Beverages, Bakery, Fast Food, Beverages, Chinese, Asian, Desserts, Ice Cream, Bakery, Beverages, Fast Food, Biryani, North Indian, Maharashtrian, Biryani, Kebab, South Indian, Bakery, Mangalorean, Biryani, BBQ, South Indian, Chinese, North Indian, Biryani, Street Food, Ice Cream, Beverages, Cafe, Italian, South Indian, Biryani, Chinese, Asian, Continental, Thai, Chinese, North Indian, South Indian, Fast Food, North Indian, South Indian, Chinese, Fast Food, Bakery, Street Food, Desserts, Beverages, Bakery, Fast Food, Desserts, North Indian, Chinese, Kebab, Desserts, Ice Cream, Fast Food, North Indian, Chinese, Thai, Italian, South Indian, Biryani, Fast Food, Street Food, Fast Food, Juices, Cafe, South Indian, Chinese"
100.0,64.0,452.34375,3.74375,"North Indian, South Indian, Chinese, Mughlai, Italian, Fast Food, South Indian, North Indian, Chinese, Asian, Thai, Chinese, Vietnamese, Japanese, Indonesian, North Indian, Pizza, Burger, Desserts, Beverages, North Indian, BBQ, Chinese, Desserts, Thai, Tibetan, Asian, Thai, Chinese, Momos, Salad, Steak, Fast Food, Pizza, Burger, Pasta, Sandwich, Beverages, Street Food, Tea, North Indian, Chinese, South Indian, Fast Food, Street Food, Mithai, North Indian, South Indian, Chinese, Beverages, North Indian, Chinese, Desserts, Ice Cream, Continental, Chinese, Bengali, North Indian, Fast Food, Rolls, Chinese, North Indian, Chinese, Biryani, Beverages, Chinese, Fast Food, Italian, North Indian, Chinese, Mughlai, Hyderabadi, Pizza, Fast Food, Kerala, North Indian, Chinese, Beverages, South Indian, Biryani, Fast Food, Street Food, Rolls, Chinese, Thai, Momos, North Indian, Chinese, Biryani, South Indian, Chinese, North Indian, North Indian, Chinese, Desserts, Beverages, Biryani, South Indian, Continental, Chinese, Fast Food, Beverages, North Indian, Mughlai, Chinese, North Indian, Fast Food, Beverages, North Indian, Chinese, Rolls, Beverages, Chinese, North Indian, Bengali, Desserts, Cafe, Fast Food, Ice Cream, Beverages, Desserts, North Indian, Chinese, Finger Food, Desserts, Beverages, Desserts, North Indian, Seafood, Mangalorean, Chinese, South Indian, North Indian, Fast Food, Chinese, Kerala, South Indian, North Indian, Chinese, Seafood, Chinese, North Indian, Fast Food, Cafe, Italian, American, Continental, North Indian, Chinese, Seafood, Fast Food, Beverages, South Indian, North Indian, Chinese, Beverages, Fast Food, Rolls, Momos, North Indian, Chinese, Biryani, Seafood, Mughlai, Chinese, Fast Food, North Indian, South Indian, North Indian, Chinese, South Indian, Fast Food, Tea, North Indian, Mangalorean, Lebanese, Fast Food, Rolls, South Indian, North Indian, Fast Food, Burger, Fast Food, Wraps, Beverages, Fast Food, Burger, Beverages, Beverages, Juices, Fast Food, Kerala, Seafood, Fast Food, Cafe, Beverages, Healthy Food, North Indian, Chinese, Kebab"
101.0,38.0,490.7894736842105,3.7131578947368418,"Continental, Asian, North Indian, Fast Food, Beverages, Chinese, Thai, Momos, Desserts, Ice Cream, Fast Food, Cafe, Continental, Fast Food, Pizza, Burger, Desserts, Beverages, Street Food, Beverages, North Indian, Burger, Pizza, Continental, North Indian, Chinese, Seafood, Biryani, North Indian, Mughlai, Chinese, Kebab, Rolls, Sandwich, Biryani, Beverages, Continental, Italian, North Indian, Beverages, North Indian, Chinese, Biryani, Biryani, North Indian, Chinese, Chinese, North Indian, Chinese, Momos, Fast Food, Chinese, Beverages, North Indian, Bengali, Chinese, North Indian, Chinese, Rolls, North Indian, Mughlai, Chinese, Fast Food, Continental, Pasta, Beverages, Desserts, Ice Cream, Burger, Fast Food, Cafe, Bakery, North Indian, Chinese, South Indian, North Indian, Chinese, Beverages, Street Food, Desserts, Street Food, North Indian, Maharashtrian, Beverages, North Indian, Chinese, Biryani, Rolls, North Indian, Chinese, Bengali, North Indian, Biryani, Chinese, Beverages, Fast Food, Desserts, North Indian, Mughlai, Chinese, Biryani, Chinese, Fast Food, North Indian, Rolls, Fast Food, Bengali, North Indian, Chinese, South Indian, North Indian, Kerala, South Indian, South Indian, North Indian, Chinese, Seafood, Rolls, Ice Cream, Juices, Beverages, North Indian, Biryani, Kerala, Chinese"
102.0,5.0,370.0,3.4200000000000004,"Kerala, Chinese, Kerala, North Indian, Biryani, Fast Food, Chinese, North Indian, South Indian, Biryani, South Indian, North Indian, South Indian, Chinese, Andhra, Biryani"
103.0,14.0,339.2857142857143,3.664285714285714,"Street Food, North Indian, Fast Food, Pizza, Beverages, Continental, Burger, Italian, Pizza, North Indian, Salad, Seafood, Kerala, South Indian, Seafood, South Indian, Kerala, Tea, Andhra, North Indian, Chinese, North Indian, South Indian, Chinese, North Indian, Mangalorean, South Indian, Chinese, Street Food, Juices, Rolls"
104.0,9.0,233.33333333333334,3.688888888888889,"North Indian, South Indian, North Indian, Chinese, Rolls, North Indian, Chinese, Fast Food, Beverages, Street Food, Fast Food, Rolls, Fast Food"
105.0,2.0,325.0,3.45,"Burger, Fast Food, South Indian"
106.0,1.0,300.0,3.7,"South Indian, Chinese"
107.0,2.0,1350.0,3.65,"Chinese, Fast Food, Beverages, North Indian, South Indian, Chinese"
108.0,0.0,,,
109.0,5.0,340.0,3.7600000000000002,"Biryani, South Indian, Mangalorean, Chinese, South Indian, Mughlai, Andhra, Chinese, Seafood, South Indian, North Indian, North Indian, South Indian, Chinese"
110.0,15.0,420.0,3.7199999999999998,"Chinese, Momos, Desserts, South Indian, North Indian, Chinese, North Indian, Chinese, Mughlai, Ice Cream, Desserts, Beverages, South Indian, North Indian, North Indian, Street Food, Chinese, Fast Food, Beverages, Bakery, Desserts, South Indian, South Indian, North Indian, Chinese, Beverages, South Indian, Biryani, South Indian, Chinese, Street Food, Sandwich, Beverages, Ice Cream, Biryani, Chinese, North Indian, North Indian, South Indian, Chinese, Fast Food, Street Food, Desserts, Beverages"
111.0,50.0,479.0,3.742,"Bar Food, Asian, Italian, North Indian, Fast Food, European, South Indian, North Indian, Asian, Seafood, Chinese, Biryani, South Indian, North Indian, Street Food, North Indian, Italian, Chinese, Desserts, North Indian, Chinese, Mughlai, Pizza, Fast Food, Pizza, Fast Food, Desserts, Beverages, Biryani, Mughlai, North Indian, Chinese, Kebab, Healthy Food, Wraps, Sandwich, Salad, Fast Food, North Indian, Continental, Chinese, Mughlai, Desserts, Beverages, South Indian, North Indian, Fast Food, Rolls, Kebab, North Indian, Chinese, Bar Food, Fast Food, Beverages, Andhra, North Indian, Chinese, Biryani, Juices, Beverages, South Indian, Chinese, North Indian, Seafood, South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages, North Indian, South Indian, Chinese, Beverages, Biryani, South Indian, Chinese, Chettinad, North Indian, Biryani, Odia, North Indian, Chinese, Fast Food, South Indian, North Indian, Beverages, Pizza, Street Food, North Indian, Mangalorean, Chinese, Mughlai, South Indian, Andhra, Andhra, Biryani, Mughlai, Chinese, Seafood, North Indian, Burger, Rolls, Fast Food, Beverages, Bakery, Fast Food, Chinese, North Indian, Rajasthani, Chinese, Desserts, Bakery, South Indian, North Indian, Chinese, North Indian, Beverages, Desserts, South Indian, Chinese, North Indian, Fast Food, Chinese, Salad, Cafe, Fast Food, Desserts, Pizza, Sandwich, Beverages, North Indian, South Indian, Chinese, Chinese, North Indian, Mughlai, Biryani, Mithai, Desserts, South Indian, Fast Food, Sandwich, Biryani, Fast Food, Fast Food, Seafood, Mughlai, South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Beverages, Fast Food, Rolls, Street Food, North Indian, Chinese, North Indian, Chinese, Seafood, South Indian, North Indian, Chinese, Seafood"
112.0,74.0,583.7837837837837,3.8567567567567567,"Continental, Finger Food, North Indian, Italian, Asian, Desserts, Bar Food, North Indian, Continental, Italian, Chinese, Finger Food, North Indian, Continental, Fast Food, Naga, South Indian, Biryani, Healthy Food, Modern Indian, Desserts, Mithai, Finger Food, Fast Food, North Indian, Biryani, Desserts, Beverages, North Indian, Chinese, Continental, South Indian, Fast Food, Italian, BBQ, Beverages, North Indian, Pasta, Continental, Desserts, Asian, North Indian, Chinese, Continental, Italian, Desserts, Beverages, Chinese, North Indian, Fast Food, Italian, Beverages, Cafe, Italian, Fast Food, Continental, Desserts, Beverages, Modern Indian, South Indian, North Indian, South Indian, Chinese, Fast Food, Italian, Fast Food, Beverages, Desserts, Beverages, Fast Food, Asian, Sushi, Desserts, Beverages, Andhra, North Indian, Chinese, Beverages, North Indian, Chinese, Fast Food, Beverages, North Indian, South Indian, Chinese, Fast Food, Juices, Street Food, South Indian, North Indian, Chinese, Beverages, Chinese, North Indian, Continental, Fast Food, Cafe, Bakery, Pizza, Pasta, Beverages, North Indian, Street Food, Desserts, North Indian, BBQ, Desserts, Beverages, Bakery, Desserts, Mangalorean, North Indian, Chinese, Biryani, Fast Food, North Indian, Street Food, Biryani, Desserts, Beverages, Biryani, South Indian, North Indian, Chinese, Tea, Fast Food, Beverages, Street Food, Desserts, Fast Food, Chinese, Biryani, Fast Food, Mangalorean, North Indian, Chinese, South Indian, North Indian, Chinese, Street Food, Beverages, Ice Cream, Desserts, North Indian, Chinese, Pizza, BBQ, Chinese, Fast Food, Sandwich, Beverages, Beverages, Fast Food, Street Food, Desserts, Fast Food, Beverages, Italian, Asian, Continental, Desserts, Bakery, Beverages, Coffee, Mithai, Street Food, Chinese, Thai, Beverages, North Indian, Street Food, Beverages, Fast Food, Fast Food, Sandwich, Beverages, Maharashtrian, Street Food, Seafood, Desserts, Beverages, Mangalorean, Seafood, North Indian, Chinese, Mughlai, Street Food, Beverages, Biryani, North Indian, Beverages, Fast Food, Chinese, North Indian, Fast Food, South Indian, North Indian, Chinese, Desserts, Beverages, Biryani, South Indian, Chinese, North Indian, Chinese, Arabian, Street Food, Sandwich, North Indian, Mithai, North Indian, Chinese, Mughlai, Juices, Beverages, Healthy Food, Desserts, Lebanese, North Indian, Chinese, North Indian, Chinese, Maharashtrian, Beverages, Mughlai, Biryani, South Indian, North Indian, Chinese"
113.0,83.0,553.0120481927711,3.9,"Fast Food, Sandwich, Andhra, North Indian, Seafood, Beverages, Street Food, Fast Food, Beverages, Cafe, Continental, Italian, Beverages, Finger Food, North Indian, Italian, Fast Food, Desserts, Beverages, Beverages, Continental, Chinese, Mexican, Fast Food, Desserts, Tea, North Indian, Desserts, Street Food, Salad, Fast Food, Italian, Beverages, Mexican, Italian, Chinese, Thai, North Indian, Chinese, Mughlai, South Indian, North Indian, North Indian, Continental, Finger Food, Fast Food, Seafood, Chinese, Biryani, North Indian, South Indian, North Indian, Kebab, Hyderabadi, Chinese, South Indian, Beverages, North Indian, South Indian, Fast Food, Juices, Chinese, Asian, North Indian, Pizza, Beverages, Desserts, Cafe, Tea, Beverages, Street Food, North Indian, Italian, Street Food, Desserts, Beverages, Cafe, Cafe, Fast Food, Beverages, North Indian, Desserts, Asian, Italian, South Indian, North Indian, Chinese, Desserts, Beverages, Beverages, Desserts, Ice Cream, Fast Food, Biryani, North Indian, Chinese, Andhra, South Indian, Continental, Finger Food, Seafood, Pizza, North Indian, Continental, Oriental, Desserts, Beverages, Ice Cream, Mithai, Street Food, Desserts, Beverages, Desserts, Beverages, Ice Cream, North Indian, Chinese, Mughlai, BBQ, Lebanese, Biryani, Desserts, Beverages, Beverages, Desserts, Andhra, Mangalorean, Biryani, Desserts, Pizza, Continental, Beverages, Pizza, Fast Food, Beverages, Chinese, Pasta, Biryani, South Indian, Mangalorean, Beverages, Cafe, Chinese, Continental, Fast Food, Italian, Desserts, Mithai, Street Food, North Indian, Desserts, North Indian, Seafood, Chinese, Biryani, South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese, Seafood, South Indian, Chinese, North Indian, Fast Food, Italian, Desserts, Beverages, Ice Cream, Desserts, Beverages, South Indian, North Indian, Biryani, Chinese, Chinese, Asian, Beverages, Italian, North Indian, Pasta, Pizza, Desserts, Salad, Chinese, Fast Food, Beverages, North Indian, Chinese, Beverages, Juices, Ice Cream, Fast Food, Beverages, Fast Food, Beverages, Juices, Fast Food, Sandwich, Beverages, Biryani, South Indian, Tea, Beverages, Street Food, North Indian, Chinese, Mughlai, Continental, Bar Food, Beverages, Ice Cream, Desserts, Fast Food, Italian, Pizza, Street Food, Beverages, North Indian, Seafood, Healthy Food, Beverages, Fast Food, Italian, Juices, Salad, North Indian, Chinese, South Indian, Beverages, Bakery, Desserts, South Indian, Chinese, North Indian, Biryani, Desserts, Ice Cream, Juices, Beverages, Beverages, Chinese, Fast Food, Mangalorean, Seafood, North Indian, Fast Food, American, European, Italian, Beverages, South Indian, Chinese, North Indian, Beverages, Fast Food, Street Food, Biryani, Hyderabadi, Bakery, Desserts, Fast Food, Tamil, South Indian"
114.0,37.0,432.43243243243245,3.762162162162162,"South Indian, Beverages, South Indian, Fast Food, Chinese, Desserts, Beverages, Sandwich, South Indian, Street Food, Fast Food, Ice Cream, Desserts, Beverages, North Indian, Chinese, South Indian, Street Food, Ice Cream, Beverages, North Indian, Chinese, Beverages, Continental, Fast Food, Chinese, Italian, Pizza, Sandwich, Rolls, Street Food, Ice Cream, North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages, Street Food, Desserts, North Indian, Chinese, Mughlai, Beverages, Street Food, Fast Food, North Indian, Chinese, North Indian, Asian, Continental, Mughlai, North Indian, Rajasthani, Mithai, North Indian, South Indian, Chinese, Street Food, Desserts, South Indian, North Indian, Chinese, Desserts, Ice Cream, Street Food, South Indian, Chinese, Seafood, North Indian, Chinese, North Indian, Chinese, Street Food, Beverages, Desserts, Bakery, Sandwich, Rajasthani, Desserts, Beverages, Fast Food, Ice Cream, South Indian, North Indian, Chinese, Beverages, North Indian, Mughlai, Asian, Continental"
115.0,37.0,378.3783783783784,3.7351351351351347,"Seafood, Chettinad, South Indian, Andhra, Mithai, Street Food, North Indian, South Indian, Desserts, Beverages, Ice Cream, Mithai, Fast Food, South Indian, Desserts, North Indian, Biryani, Chinese, Street Food, North Indian, Beverages, Chinese, Biryani, North Indian, North Indian, North Indian, Mughlai, Chinese, Street Food, Fast Food, Ice Cream, Desserts, Beverages, Andhra, Biryani, North Indian, Chinese, Bakery, Street Food, North Indian, South Indian, Chinese, Bakery, Fast Food, Desserts, South Indian, Chinese, Arabian, North Indian, Chinese, Kerala, Desserts, Beverages, Juices, South Indian, North Indian, Chinese, South Indian, North Indian, Chinese, Fast Food, Beverages, Ice Cream, North Indian, Chinese, South Indian, South Indian, North Indian, Mughlai, North Indian, South Indian, Chinese, Continental, Beverages, Desserts, North Indian, Biryani"
116.0,69.0,1279.7101449275362,3.875,"North Indian, Seafood, Asian, Bar Food, North Indian, Continental, Vietnamese, Seafood, Beverages, Mangalorean, Mughlai, South Indian, Chinese, Finger Food, North Indian, South Indian, Chinese, Beverages, Fast Food, Desserts, North Indian, South Indian, North Indian, Continental, Asian, South Indian, North Indian, Chinese, Continental, Bar Food, Pizza, North Indian, Italian, Chinese, Japanese, Beverages, Bar Food, Desserts, North Indian, Fast Food, Beverages, North Indian, South Indian, Biryani, South Indian, North Indian, Chinese, Fast Food, Italian, Beverages, South Indian, North Indian, Chinese, Continental, North Indian, South Indian, Italian, Salad, Kebab, Beverages, Desserts, Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages, Cafe, Bakery, Desserts, Fast Food, Italian, Sandwich, Pasta, Bar Food, Asian, South Indian, Desserts, Ice Cream, Beverages, Bakery, South Indian, North Indian, Desserts, Beverages, Continental, Mexican, Italian, Chinese, North Indian, Desserts, North Indian, Street Food, Fast Food, Continental, North Indian, Asian, Fast Food, Street Food, Biryani, North Indian, Chinese, Thai, Momos, Continental, North Indian, Italian, South Indian, North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages, Ice Cream, Desserts, Japanese, Asian, Desserts, Beverages, Fast Food, Ice Cream, Continental, Fast Food, Beverages, Continental, North Indian, Chinese, Seafood, Desserts, Beverages, North Indian, Chinese, Mughlai, Mangalorean, North Indian, Chinese, South Indian, North Indian, Chinese, Biryani, Cafe, Fast Food, Desserts, Beverages, South Indian, North Indian, Chinese, Beverages, Juices, Chinese, Bar Food, Continental, North Indian, Italian, Beverages, South Indian, Chinese, North Indian, Salad, Beverages, Fast Food, Ice Cream, Beverages, Finger Food, North Indian, Cafe, South Indian, Street Food, Fast Food, Italian, Beverages, Street Food, Fast Food, Beverages, North Indian, South Indian, Chinese, Street Food, Beverages, North Indian, Mughlai, Chinese, Beverages, North Indian, Chinese, Hyderabadi, Mangalorean, South Indian, Biryani, South Indian, North Indian, Chinese, American, Beverages, Juices, Continental, Chinese, North Indian, Beverages, North Indian, South Indian, Chinese, Ice Cream, Beverages, North Indian, Asian, Continental, Desserts, South Indian, Fast Food, Beverages, Continental, Chinese, North Indian, Mangalorean, Seafood, Chinese, Fast Food, North Indian, Continental, Chinese, Asian, Thai, North Indian, Continental, Beverages"
117.0,31.0,522.5806451612904,3.825806451612903,"North Indian, South Indian, Cafe, Healthy Food, Fast Food, Desserts, Beverages, Cafe, Bakery, Fast Food, Italian, Thai, Street Food, South Indian, Chinese, North Indian, Fast Food, Beverages, North Indian, Street Food, North Indian, Chinese, Italian, Continental, Mexican, Biryani, Desserts, Beverages, South Indian, Mangalorean, Mithai, Andhra, Biryani, Chinese, North Indian, Mughlai, Desserts, Beverages, Chinese, North Indian, Street Food, South Indian, Fast Food, Fast Food, Mexican, Street Food, Beverages, Rolls, North Indian, South Indian, North Indian, Seafood, Chinese, Chinese, North Indian, Mughlai, Fast Food, North Indian, Chinese, Continental, Chinese, Fast Food, Chinese, North Indian, Street Food, Fast Food, Desserts, Beverages, South Indian, Chinese, North Indian, Biryani, South Indian, Cafe, Chinese, Fast Food, Beverages, South Indian, Street Food, Biryani, Mangalorean, North Indian, Street Food, Beverages, South Indian, Chinese, Chinese, South Indian, North Indian, Biryani, Beverages, South Indian, North Indian, Street Food, North Indian, Chinese, Biryani, Pizza, Fast Food"
118.0,41.0,780.4878048780488,3.7878048780487807,"North Indian, Chinese, Fast Food, Desserts, Beverages, Continental, Italian, Chinese, Fast Food, North Indian, Asian, Chinese, Japanese, Korean, Thai, Burmese, Continental, Italian, Fast Food, Beverages, North Indian, Chinese, Seafood, European, Italian, Pizza, North Indian, Salad, North Indian, Fast Food, Street Food, Beverages, Desserts, Beverages, Street Food, North Indian, Chinese, Biryani, Mughlai, Seafood, Fast Food, Beverages, Chinese, North Indian, Fast Food, Salad, Italian, Beverages, Kebab, Bakery, Fast Food, Desserts, North Indian, Bakery, Desserts, Fast Food, Beverages, Pizza, Pasta, Cafe, Fast Food, Continental, Italian, North Indian, Chinese, Biryani, Seafood, Bakery, Desserts, South Indian, North Indian, Chinese, Continental, Italian, Chinese, South Indian, Biryani, Hyderabadi, Pizza, North Indian, Chinese, Rolls, Kebab, Mughlai, Biryani, Seafood, North Indian, Street Food, Mangalorean, Chinese, South Indian, North Indian, Seafood, North Indian, Chinese, Biryani, Andhra, Sandwich, Asian, Chinese, Japanese, Thai, North Indian, Bakery, Desserts, Beverages, Bakery, Desserts, Fast Food, Chinese, Thai, Seafood, Malaysian, North Indian, Andhra, Chinese, Mithai, Street Food, Seafood, Mangalorean, Biryani, Beverages, Fast Food, Chinese, Biryani, Lebanese, Street Food, North Indian, Kerala, Desserts, Beverages, Ice Cream, Sandwich, Salad, Rolls, Mughlai, Biryani, Tamil, North Indian, Kebab"
119.0,13.0,373.0769230769231,3.576923076923077,"South Indian, North Indian, Mughlai, Chinese, Thai, Continental, Desserts, Beverages, Chinese, Rolls, Fast Food, Mithai, Street Food, Beverages, Desserts, Ice Cream, Juices, South Indian, Street Food, Chinese, Juices, Beverages, Bakery, Fast Food, Desserts, Beverages, Biryani, Chinese, South Indian, Fast Food, Beverages, Burger, North Indian, Biryani, Kebab, North Indian, Chinese, Arabian, Biryani, Rolls, Mughlai, North Indian, Biryani, Mughlai, North Indian, Chinese, Andhra, Seafood, Kebab"
120.0,24.0,443.75,3.720833333333333,"Desserts, Italian, Continental, Pizza, Desserts, Cafe, Fast Food, Desserts, Cafe, South Indian, Fast Food, Beverages, Desserts, South Indian, North Indian, Chinese, Cafe, European, Continental, Biryani, South Indian, Juices, Beverages, Fast Food, Fast Food, Chinese, South Indian, North Indian, Chinese, Beverages, Continental, Asian, Mughlai, Fast Food, Seafood, Chinese, Malwani, North Indian, Pizza, Fast Food, Chinese, North Indian, Biryani, Desserts, Continental, Fast Food, Beverages, Pasta, Mithai, Street Food, South Indian, North Indian, Chinese, Beverages, Street Food, Ice Cream, South Indian, Biryani, Mughlai, Andhra, North Indian, Rolls, Chinese, Fast Food, Desserts, Sandwich, Beverages, Biryani, North Indian, Chinese"
121.0,6.0,350.0,3.783333333333333,"Cafe, Continental, Steak, South Indian, North Indian, Fast Food, North Indian, Chinese, Biryani, Kerala"
